sentiment	numberagreed	tweetid	tweet
negative	3	2688850	Oooh. Wishing I hadn't looked at The Tides in Playa before I started checking Hilton and credit card points. Oof.
neutral	3	2298547	Photo: 1960’s Gucci Bookends. Wowee. ~http 
neutral	3	2296682	It's Official The NYE 2011 at The Hilton Chicago Has Teamed Up With Playboy Again and You Can Get Early Bird... ~http 
neutral	3	2252262	have you got your copy yet? check it out from the nintendo wii shop channel. ~http 
positive	3	1471075	I liked a YouTube video -- Top 20 Most Asked Questions in Sony Vegas (volume 2?) ~http 
negative	3	1980424	My hair goes horribly curly when I let it dry naturally; I really dislike it
neutral	3	1891969	They Rage On ~http 
neutral	3	830331	Nokia to put free Microsoft apps on Symbian Belle smartphones (feedsportal) ~http 
neutral	3	2419623	bout to go play in da rain... #allstarweekend
negative	3	1289614	Headache; heart burn and I think I have a fever.. Awesome labor day weekend
neutral	3	1090319	interesting RT @user Microsoft is showing off new Kinect games now; but it will be announcing a new TV strategy. ~http 
neutral	3	400742	Yes we can unlock the Samsung Infuse from #AT&T. Order it using Option 01S in your LOCKPOP account.
positive	3	1686953	LOVE it #tonight!RT @user Excited for another Jerzday?! How are you liking the new season so far?
neutral	3	1596747	MajorCheap Store: Sony HVL-F58AM High-Power Digital Camera Flash with Wireless Ratio Control and Quick Shift Bou... ~http 
positive	3	92788	Received my invitation for Gucci and Fiat 500 collaboration launch party in London tomorrow evening.. Awesome.. The weeks looking good!
negative	3	1469818	This live action fairly oddparents grown up shit with Drake Bell is a big HELL TO THE NO. Nickelodeon dun goofd tbqf.
neutral	3	2887136	Top VC Bing Gordon prefers the power of influence over the influence of power. ~http 
neutral	3	397002	sony digital camera reviews Get Smart with Satio through Attractive Sony Ericsson Mobile Phone Deals ~http  .
neutral	3	1234429	Bob Muglia quits Microsoft for Juniper in cloud coup ~http 
neutral	3	905147	Gorgeous glass of prosseco   @ Hilton ~http 
neutral	3	441716	The Birth of Samsung Galaxy Tab 10.1 [Infographic] ~http  via @user
positive	3	1878396	3000th tweet I'd like to dedicate this tweet to.........ME!!!!!!!! #happytweet
neutral	3	3175285	Via SEL: Twitter Renews Deal With Bing; Google Deal Remains MIA: Twitter and Bing announced that they have ... ~http  #SEO
neutral	3	191651	The HUE interviews Gemo Wong: Lead Design of Nike Sportswear ~http
neutral	3	2252258	Check out the latest t- shirt competition.. no right answer so far! Game is available through Nintendo Wii Shop... ~http 
neutral	3	1063865	Yes... yes we are. And thank you. I just did like 500 crunches with Garrett today. But why so late??
negative	3	1511742	i think ima give up on life. :( every1 says i have a good voice but idk a way to become famous like @user
neutral	3	1748981	:O Free Online Wallpapers For Your Desktop ~http  samsung rant cases
neutral	3	150731	You must have been born on a highway… because that's where most accidents happen
neutral	3	400743	Unlock Codes for Samsung Infuse 4G available now! 12-24 hour processing. ~http
negative	3	974422	Fuck working in this heat later
neutral	3	3070108	L (@Leagleek123) has shared a Tweet with you:  "ashleytisdale: @user hahaha yes!" In responce to perez hilton :-)
neutral	3	155081	New blog post: ~http  - Business Process Walkthroughs for Microsoft Dynamics NAV 2009
neutral	3	902861	Laptop SONY vaio js270j/q 20.1" all-in-one desktop intel core 2 duo Price: $339 USD Online Order: ~http 
neutral	3	1885795	much more frequently in NY than in LA; I feel compelled to inquire when girls last had a sandwich.
neutral	3	155042	New blog post: ~http  - Instructor led training for Microsoft Dynamics partners
neutral	3	1250942	This is the Nike Vintage Pack Air Max One!! ~http 
neutral	3	2248939	Lightning takes down Amazon and Microsoft cloud services - 8/8/2011 - Computer Weekly: ~http 
neutral	3	112850	Hey @user I WANT YOU TO PERFORM GUCCI BANDANA;I'M BALLIN AND SWAG FLU  (#SouljaBoyBETAwards live &gt; ~http )
neutral	3	2659714	my 1801 tweet goes to my young @user
neutral	3	1485467	Dominos Pizza; Diesel and Samsung know the power of viral marketing. Interesting article. ~http 
neutral	3	2559108	Planning my next vlog any ideas people want me to add to the video
positive	3	1857506	Let's get it lakers no game 7 yeah
neutral	3	1260917	Already got everything packed and loaded; vacation is over; just a 16 hour drive tomorrow left!
negative	3	493866	Okay why says Paris Hilton she only can have 1 best friend while her 3th season is playing on mtv? #fail
negative	3	2569271	So Nike makes horrible kits too. #arsenal
neutral	3	49531	“@OfficialKimora: 'Step Your Game Up!!' #Fabulosity” #thatisall #Fabulosity
positive	3	18988	so; @user; it's safe to say that my quite fantastic ex-coworker; @user; is a new fan of yours :)
neutral	3	109154	Developers: Find potential security threats to your software; at no cost; with the Microsoft SDL Threat Modeling Tool: ~http
positive	3	1008851	I just played "Rockem Blocks" and scored: 9690 (ranked 20736th overall)! Beat it: ~http  #fun140
neutral	3	1980930	Lake Geneva Lakefront home tour on Tuesday; June 14th ~http 
neutral	3	3045061	Fresh on nike shoes: Learn Photoshop Elements In Under 2 Hours
neutral	3	3320448	Win a Sony Playstation 3 @user ~http 
neutral	3	1327664	I just opened a video chat room at ~http 
positive	3	3732	bliss felt so close; like never before
neutral	3	1632930	WATCH IT ! Microsoft Security Audit Reviews ! ~http 
neutral	3	154742	MYBOOMBOXX.COM : adidas Originals – All Originals; Iconics Commercial 2011 featuring Big Sean; Snoop Dogg; Dwigh... ~http 
neutral	3	47651	“@GeorgiaSN: Nike Equips UGA With Creativity and Technology ~http  #UGA” @user @user @user @user
neutral	3	1660299	Sometimes you don't understand your friends; especially when t... More for Taurus ~http 
neutral	3	974577	Video: I DID A VIDEO REVIEW FOR MY FRIEND JESSE ON THE GLX-6900X-2DR IN4MATION. IN4MATION GLX-6900X-2DR... ~http 
negative	3	2077171	Just saw one of my fave NZ bands r releasing their album through Warner... Fucken hell! EMI; Sony BMG; Universal... Step up your game!
neutral	3	1774516	Wow. Was knitting; listening to The Fray and suddenly burst into tears. Where did that come from?
neutral	3	1488964	I heard that samsung is having a new project in libya ; can't u join ur team in Libya
neutral	3	1965519	This Song Has My Attention : Kreayshawn- Gucci Gucci :&gt;
neutral	3	465476	We Are a Paris Hilton People in an Apocalyptic World: By Mark Shea | What else can be said of a nation that so... ~http 
neutral	3	2480821	Tax Benefits Related to the Investments in the Infrastructure Sector and Changes in the Financial Market Taxation ~http 
neutral	3	912536	Jus seen tha hardest pair of adidas in the mindless behavior "Mrs. Right" video
positive	3	481909	is planning a wedding in Vegas today.  I have a fun job!
neutral	3	321423	Yes sir RT @user Gucci jawn? RT @user Writings on the wall 2 is out
positive	3	2117740	Glad I came out to hawk island .  .  the bike trail is nice and chill
neutral	3	1551985	SakTel First Carrier in North America to Confirm Samsung Galaxy S II  ~http 
positive	3	285743	Loving these Nike ads about big butts ☺ ~http
neutral	3	684410	tweet tweet
neutral	3	1610883	The ICO and Shadow of the Colossus Collection - by Sony Computer Entertainment ~http 
neutral	3	1208177	Chillin  ~http
positive	3	2719868	Watching Odd one in! It's hilarious!
neutral	3	2215915	Any ideas on what Nintendo is showing at 3ds event? @user @user @user @user
neutral	3	742684	I Guess This No Joke Then
negative	3	408958	How bitches be talking gucci this louie that and they a barbie but don't have a car?
neutral	3	1601153	“@FelixPush: @user  Badman! waiting 4 you in Moscow !” might be a long wait for that one mate :)
neutral	3	902834	RIM BlackBerry Storm 9500 Vodafone UNLOCKED Phone Price: $310 USD Online Order: ~http 
positive	3	267435	Love this.... ~http
neutral	3	614708	Is Nike Taking Us ‘Back To The Future’? | NiceKicks.com ~http 
negative	3	2436690	Ugh nevea again this shit drawing and she had a nerve and tryina to be smart.. #fuckoff
neutral	3	2576646	Check out Seth Troxler's Essential Mix ~http 
negative	3	1101016	I honestly don't get why people like Harry Potter. It...SUCKS.
neutral	3	572609	*** when i go out; i want to go out ***
neutral	3	1989970	#oomf will get the song as soon as the cd is done....lol #calmdown
neutral	3	306493	Princess Charlene of Monaco aka SA's own; is in Cape Town
neutral	3	1224478	“@businezzwoman: @user u gt ur feelings on ur shoulder today” I don't think so. Am I acting like it??
neutral	3	821037	We follow back follow us The official management & Record Label of @user  & other familiar names ...
neutral	3	1452195	I checked in at Homewood Suites by Hilton (450 Technology Pkwy) on #Yelp ~http 
neutral	3	664018	Just saw a gas station in Iowa called Kum&Go....
positive	3	2168881	One heavily pregnant pig has now been safely moved into the barn. Phew..What an effort. Looking forward to the new arrivals next weekend tho
neutral	3	1044194	Sellin Nintendo Wii w/4 games; Lan Adapter; controller charging station; wii wheel; all original boxes Like New for $185
positive	3	730379	s/o to @user! Made a statement in the south and still doing damage on the WEST COAST! I love you! :)
neutral	3	3161272	Google adds a touch of Microsoft to applications ~http  via @user
positive	3	2829368	omg i just had a milky bar; haven't had one since i was like 5; i'm in heaven
neutral	3	2253114	;) ~http  fashion 2009 LOréal Fashion Week Toronto; Spring Summer 2009
neutral	3	3206711	Fashion 2011 Cheap Name-Brand  OFF 30% Shoes Air Jordans Nike for cheap Ed Hardy  ~http  ~http 
neutral	3	3045045	Fresh on nike shoes: Approaches to Wearing Hats How to Wear Hats
neutral	3	3328447	2 Set of Pink Soft Silicone Skin Case for Nintendo Wii Remote Control ...  @ ~http 
neutral	3	551179	Preachers daughter @user @ gucci mane ( heavy dope boy music for the streets )
neutral	3	2100621	Going to bed!
positive	3	1102379	Photo: This made me laugh :D ~http 
neutral	3	207745	do people still listen to gucci mane??? Really?
positive	3	2479512	Had a great time with the bae I wuv u &lt;3
positive	3	186761	Sobber until the weekend of my Bday ohh yeaa gonb off these papers shit gonna get real!
neutral	3	1940276	how am i going to occupy the rest of my summer? ima ree read harry potter for the 200th time. im barely exaggerating.
positive	3	716465	ROME classes begin tomorrow! nothing better than a little #oldbridge gelato to help get everyone ready!
neutral	3	3126719	166; It was not my fault; I couldn't have prevented it & from a maintenance point of view I did what Audi recommended. ~http 
neutral	3	2618528	Just entered the @user 12 Weeks of Christmas. This week's prizes: 10 Nintendo Wiis - ~http 
neutral	3	3171600	FOR SALE: Fully Loaded Audi S4 Avant S-Tronic Brand New
neutral	3	2836953	somebody hit me up. text or call; either one. do it
neutral	3	3231628	Checking out the #killcommunity presentation at #SXSW! Full session... Sitting on the floor! (@ Hilton Austin Hotel) ~http 
neutral	3	1897595	It's hard to believe Microsoft Web host aren't more popular. They can do everything with the right design software. Hey; PHP is nice too...
neutral	3	98514	I work for 24 ; nike ; teach swim lessons ; & referee bball games $$$$$ oh & go to school studying for physical therapy .
neutral	3	351925	i Do Tha Paris Hilton Imma Make A Sextape
positive	3	2283078	The Muppets performing Queen's Bohemian Rhapsody. So funny!! ~http
neutral	3	403066	16 days U2 opens Toronto film festival with From the Sky Down ~http 
negative	3	2312215	Back to reality! :-(
neutral	3	2927996	Paris Hilton Arletta Grey 8 M ~http  ~http 
negative	3	721970	Can't wait till April..I will get rid of this #iPhone and get the new htc..I was hoping on keeping the #iPhone  for a while...grrrrrrrrrrrr!
neutral	3	490019	Calling all STL artists- does anyone have extra acrylic or house paint to donate to the LOT community art project? Pref shades of red/orange
neutral	3	3323775	boise state vs georgia = Nike pro combat uniform game
neutral	3	2573857	“@fitzinlex: #FreeJoeB” craziness I tell u! I've got my tix; u?
neutral	3	132732	Audi revives the A2 with Frankfurt motor show concept: Audi has officially confirmed plans for a lightweight; el... ~http
positive	3	1331244	#teamladiphat I love you guys.
neutral	3	1901882	"Taiwan Player JunWei Stream Starcraft II Game": ~http 
neutral	3	903102	Update: Gear65: Microsoft Bluetooth Notebook Mouse 5000 ~http 
neutral	3	154676	MYBOOMBOXX.COM : SHOE OF THE WEEK: Nike Mag aka “Marty McFly – Back to the future II shoes” Official Release Inf... ~http
neutral	3	1564939	Wow; Microsoft And Google Are Punching Each Other In The Face Right In Front Of Us! ~http 
neutral	3	1697393	Sitting down for a spot of Swedish afternoon fika!  ~http 
negative	3	2654349	This video contains content from Sony Music Entertainment; who has blocked it in your country on copyright grounds. -&gt; FUCK YOU DMCA!!!!!!!!
